Id,rating
802798,3
802799,3
802800,3
802801,3
802802,3
802803,3
802804,3
802805,3
802806,3
802807,3
802808,3
802809,3
802810,2
802811,3
802812,3
802813,3
802814,3
802815,3
802816,3
802817,3
802818,3
802819,3
802820,4
802821,4
802822,4
802823,4
802824,4
802825,4
802826,4
802827,4
802828,4
802829,4
802830,4
802831,4
802832,4
802833,4
802834,4
802835,4
802836,4
802837,4
802838,4
802839,4
802840,4
802841,3
802842,3
802843,3
802844,3
802845,3
802846,2
802847,2
802848,3
802849,2
802850,2
802851,2
802852,2
802853,2
802854,2
802855,3
802856,2
802857,3
802858,2
802859,2
802860,2
802861,3
802862,2
802863,2
802864,2
802865,2
802866,3
802867,2
802868,2
802869,3
802870,2
802871,3
802872,3
802873,2
802874,2
802875,2
802876,2
802877,3
802878,2
802879,3
802880,2
802881,3
802882,3
802883,3
802884,2
802885,2
802886,3
802887,4
802888,3
802889,3
802890,4
802891,3
802892,4
802893,3
802894,2
802895,3
802896,3
802897,2
802898,3
802899,2
802900,3
802901,2
802902,3
802903,2
802904,3
802905,3
802906,2
802907,3
802908,2
802909,2
802910,2
802911,3
802912,2
802913,2
802914,3
802915,2
802916,3
802917,2
802918,3
802919,2
802920,3
802921,2
802922,2
802923,3
802924,2
802925,2
802926,3
802927,2
802928,3
802929,3
802930,3
802931,2
802932,2
802933,3
802934,2
802935,2
802936,2
802937,2
802938,2
802939,2
802940,2
802941,3
802942,2
802943,2
802944,2
802945,2
802946,2
802947,3
802948,2
802949,2
802950,3
802951,2
802952,2
802953,2
802954,2
802955,2
802956,2
802957,2
802958,2
802959,2
802960,2
802961,2
802962,2
802963,2
802964,2
802965,2
802966,2
802967,2
802968,2
802969,2
802970,2
802971,2
802972,3
802973,2
802974,2
802975,2
802976,2
802977,2
802978,2
802979,2
802980,2
802981,2
802982,2
802983,3
802984,2
802985,2
802986,2
802987,2
802988,2
802989,2
802990,2
802991,2
802992,2
802993,3
802994,2
802995,2
802996,1
802997,1
802998,1
802999,1
803000,1
803001,1
803002,1
803003,1
803004,1
803005,1
803006,1
803007,1
803008,1
803009,1
803010,1
803011,1
803012,1
803013,1
803014,1
803015,1
803016,1
803017,1
803018,1
803019,1
803020,1
803021,1
803022,1
803023,1
803024,1
803025,1
803026,1
803027,1
803028,1
803029,1
803030,1
803031,1
803032,1
803033,1
803034,1
803035,1
803036,1
803037,1
803038,1
803039,1
803040,1
803041,1
803042,1
803043,1
803044,1
803045,1
803046,1
803047,3
803048,3
803049,3
803050,3
803051,3
803052,2
803053,3
803054,2
803055,3
803056,3
803057,3
803058,3
803059,2
803060,3
803061,2
803062,3
803063,3
803064,3
803065,2
803066,2
803067,2
803068,2
803069,2
803070,3
803071,3
803072,3
803073,2
803074,2
803075,3
803076,3
803077,2
803078,3
803079,2
803080,2
803081,3
803082,2
803083,3
803084,2
803085,3
803086,3
803087,2
803088,2
803089,3
803090,3
803091,3
803092,2
803093,3
803094,3
803095,3
803096,3
803097,2
803098,2
803099,3
803100,3
803101,3
803102,3
803103,3
803104,3
803105,2
803106,3
803107,3
803108,2
803109,3
803110,2
803111,3
803112,2
803113,3
803114,3
803115,3
803116,3
803117,3
803118,3
803119,3
803120,3
803121,3
803122,3
803123,3
803124,3
803125,3
803126,3
803127,3
803128,3
803129,3
803130,3
803131,3
803132,3
803133,3
803134,3
803135,3
803136,3
803137,3
803138,3
803139,3
803140,3
803141,3
803142,3
803143,3
803144,3
803145,3
803146,3
803147,3
803148,3
803149,3
803150,3
803151,3
803152,3
803153,3
803154,3
803155,3
803156,3
803157,3
803158,3
803159,3
803160,3
803161,3
803162,3
803163,3
803164,3
803165,3
803166,3
803167,3
803168,3
803169,3
803170,3
803171,3
803172,3
803173,3
803174,3
803175,3
803176,3
803177,3
803178,3
803179,3
803180,3
803181,3
803182,3
803183,3
803184,3
803185,3
803186,3
803187,3
803188,3
803189,3
803190,3
803191,3
803192,3
803193,3
803194,3
803195,3
803196,3
803197,3
803198,3
803199,3
803200,3
803201,3
803202,3
803203,3
803204,3
803205,3
803206,3
803207,3
803208,3
803209,3
803210,3
803211,3
803212,3
803213,3
803214,3
803215,3
803216,3
803217,3
803218,3
803219,3
803220,3
803221,3
803222,3
803223,3
803224,3
803225,3
803226,3
803227,3
803228,3
803229,3
803230,3
803231,3
803232,3
803233,3
803234,3
803235,3
803236,3
803237,3
803238,3
803239,3
803240,3
803241,3
803242,3
803243,3
803244,3
803245,3
803246,3
803247,3
803248,3
803249,3
803250,3
803251,3
803252,3
803253,3
803254,3
803255,3
803256,3
803257,3
803258,3
803259,3
803260,3
803261,3
803262,3
803263,3
803264,3
803265,3
803266,3
803267,3
803268,3
803269,3
803270,3
803271,3
803272,3
803273,3
803274,3
803275,3
803276,3
803277,3
803278,3
803279,3
803280,3
803281,3
803282,3
803283,3
803284,3
803285,3
803286,3
803287,3
803288,3
803289,3
803290,3
803291,3
803292,3
803293,3
803294,3
803295,3
803296,3
803297,3
803298,3
803299,3
803300,2
803301,3
803302,3
803303,3
803304,3
803305,3
803306,3
803307,3
803308,3
803309,3
803310,3
803311,3
803312,3
803313,3
803314,3
803315,3
803316,3
803317,3
803318,3
803319,3
803320,3
803321,3
803322,3
803323,3
803324,3
803325,3
803326,3
803327,3
803328,3
803329,3
803330,3
803331,3
803332,3
803333,3
803334,3
803335,3
803336,3
803337,3
803338,3
803339,3
803340,3
803341,3
803342,3
803343,3
803344,3
803345,3
803346,3
803347,3
803348,3
803349,3
803350,3
803351,3
803352,3
803353,3
803354,4
803355,4
803356,4
803357,4
803358,4
803359,4
803360,4
803361,4
803362,5
803363,5
803364,5
803365,5
803366,5
803367,5
803368,5
803369,5
803370,5
803371,5
803372,5
803373,5
803374,5
803375,5
803376,5
803377,5
803378,5
803379,5
803380,5
803381,5
803382,5
803383,5
803384,5
803385,3
803386,3
803387,2
803388,3
803389,3
803390,2
803391,3
803392,2
803393,2
803394,4
803395,4
803396,4
803397,4
803398,4
803399,4
803400,4
803401,4
803402,4
803403,4
803404,4
803405,4
803406,4
803407,4
803408,4
803409,4
803410,4
803411,3
803412,3
803413,4
803414,4
803415,4
803416,4
803417,3
803418,4
803419,4
803420,4
803421,4
803422,4
803423,4
803424,4
803425,4
803426,4
803427,4
803428,4
803429,4
803430,4
803431,4
803432,4
803433,4
803434,4
803435,4
803436,4
803437,3
803438,4
803439,4
803440,4
803441,4
803442,4
803443,4
803444,4
803445,4
803446,4
803447,4
803448,4
803449,4
803450,4
803451,4
803452,4
803453,4
803454,3
803455,4
803456,4
803457,4
803458,4
803459,4
803460,4
803461,4
803462,4
803463,3
803464,4
803465,3
803466,4
803467,3
803468,4
803469,4
803470,4
803471,4
803472,2
803473,2
803474,2
803475,2
803476,2
803477,2
803478,2
803479,2
803480,2
803481,2
803482,2
803483,2
803484,2
803485,2
803486,2
803487,2
803488,2
803489,2
803490,2
803491,2
803492,2
803493,2
803494,2
803495,2
803496,2
803497,2
803498,2
803499,2
803500,2
803501,2
803502,2
803503,2
803504,4
803505,4
803506,3
803507,4
803508,4
803509,4
803510,4
803511,4
803512,4
803513,4
803514,4
803515,4
803516,4
803517,4
803518,4
803519,4
803520,4
803521,4
803522,4
803523,4
803524,4
803525,4
803526,4
803527,4
803528,4
803529,4
803530,4
803531,3
803532,4
803533,4
803534,4
803535,4
803536,4
803537,4
803538,4
803539,4
803540,3
803541,4
803542,3
803543,2
803544,2
803545,2
803546,2
803547,2
803548,2
803549,2
803550,2
803551,2
803552,2
803553,2
803554,2
803555,2
803556,2
803557,2
803558,2
803559,2
803560,2
803561,2
803562,2
803563,2
803564,2
803565,2
803566,2
803567,2
803568,2
803569,2
803570,2
803571,2
803572,2
803573,2
803574,2
803575,2
803576,2
803577,2
803578,2
803579,2
803580,2
803581,2
803582,2
803583,2
803584,2
803585,2
803586,2
803587,2
803588,2
803589,2
803590,2
803591,2
803592,2
803593,2
803594,2
803595,2
803596,2
803597,2
803598,2
803599,2
803600,2
803601,2
803602,2
803603,2
803604,2
803605,2
803606,2
803607,2
803608,2
803609,2
803610,2
803611,2
803612,2
803613,3
803614,3
803615,3
803616,3
803617,4
803618,3
803619,3
803620,4
803621,3
803622,3
803623,2
803624,2
803625,2
803626,2
803627,2
803628,2
803629,2
803630,2
803631,2
803632,2
803633,2
803634,2
803635,3
803636,2
803637,2
803638,2
803639,3
803640,3
803641,2
803642,3
803643,2
803644,2
803645,2
803646,2
803647,2
803648,2
803649,2
803650,2
803651,2
803652,2
803653,2
803654,2
803655,3
803656,3
803657,3
803658,3
803659,2
803660,2
803661,3
803662,3
803663,3
803664,3
803665,3
803666,3
803667,3
803668,3
803669,3
803670,2
803671,3
803672,3
803673,3
803674,2
803675,2
803676,2
803677,2
803678,2
803679,2
803680,3
803681,2
803682,3
803683,2
803684,2
803685,2
803686,3
803687,2
803688,2
803689,3
803690,2
803691,2
803692,2
803693,2
803694,2
803695,2
803696,3
803697,2
803698,3
803699,2
803700,3
803701,3
803702,3
803703,3
803704,3
803705,2
803706,3
803707,2
803708,3
803709,3
803710,3
803711,2
803712,3
803713,3
803714,3
803715,2
803716,2
803717,2
803718,3
803719,3
803720,3
803721,3
803722,3
803723,3
803724,2
803725,3
803726,3
803727,3
803728,3
803729,5
803730,5
803731,4
803732,5
803733,5
803734,5
803735,5
803736,4
803737,5
803738,5
803739,5
803740,5
803741,4
803742,5
803743,5
803744,5
803745,5
803746,5
803747,5
803748,5
803749,4
803750,5
803751,5
803752,5
803753,5
803754,5
803755,4
803756,5
803757,5
803758,5
803759,4
803760,5
803761,5
803762,5
803763,5
803764,5
803765,5
803766,5
803767,5
803768,5
803769,5
803770,5
803771,5
803772,5
803773,5
803774,5
803775,5
803776,5
803777,5
803778,5
803779,5
803780,5
803781,5
803782,5
803783,5
803784,5
803785,5
803786,5
803787,5
803788,5
803789,5
803790,5
803791,5
803792,5
803793,5
803794,5
803795,5
803796,5
803797,5
803798,5
803799,5
803800,5
803801,5
803802,5
803803,5
803804,5
803805,5
803806,5
803807,5
803808,5
803809,5
803810,5
803811,5
803812,5
803813,5
803814,5
803815,5
803816,5
803817,5
803818,5
803819,5
803820,5
803821,5
803822,5
803823,5
803824,5
803825,5
803826,2
803827,3
803828,3
803829,3
803830,2
803831,3
803832,3
803833,3
803834,2
803835,2
803836,2
803837,2
803838,2
803839,3
803840,3
803841,2
803842,2
803843,2
803844,2
803845,3
803846,3
803847,2
803848,3
803849,3
803850,2
803851,2
803852,3
803853,3
803854,3
803855,2
803856,3
803857,2
803858,3
803859,2
803860,2
803861,3
803862,2
803863,2
803864,3
803865,2
803866,3
803867,2
803868,3
803869,3
803870,2
803871,2
803872,2
803873,2
803874,2
803875,3
803876,2
803877,3
803878,3
803879,3
803880,2
803881,2
803882,3
803883,2
803884,3
803885,2
803886,2
803887,3
803888,3
803889,2
803890,2
803891,2
803892,2
803893,3
803894,3
803895,2
803896,3
803897,2
803898,3
803899,2
803900,3
803901,2
803902,2
803903,3
803904,2
803905,2
803906,3
803907,2
803908,2
803909,2
803910,3
803911,3
803912,2
803913,2
803914,2
803915,2
803916,3
803917,2
803918,3
803919,2
803920,3
803921,2
803922,2
803923,3
803924,3
803925,3
803926,2
803927,2
803928,3
803929,3
803930,2
803931,2
803932,3
803933,3
803934,2
803935,2
803936,3
803937,2
803938,2
803939,2
803940,3
803941,3
803942,2
803943,2
803944,3
803945,2
803946,2
803947,3
803948,2
803949,3
803950,2
803951,2
803952,3
803953,3
803954,2
803955,2
803956,2
803957,3
803958,2
803959,2
803960,2
803961,3
803962,3
803963,2
803964,2
803965,2
803966,3
803967,2
803968,2
803969,2
803970,3
803971,2
803972,3
803973,2
803974,2
803975,2
803976,2
803977,2
803978,3
803979,3
803980,3
803981,3
803982,3
803983,3
803984,3
803985,2
803986,1
803987,1
803988,1
803989,1
803990,1
803991,1
803992,1
803993,2
803994,2
803995,2
803996,2
803997,2
803998,2
803999,2
804000,2
804001,2
804002,2
804003,2
804004,2
804005,2
804006,2
804007,2
804008,2
804009,2
804010,2
804011,2
804012,2
804013,2
804014,2
804015,2
804016,2
804017,2
804018,2
804019,2
804020,2
804021,2
804022,2
804023,2
804024,2
804025,2
804026,2
804027,2
804028,2
804029,2
804030,2
804031,2
804032,2
804033,2
804034,2
804035,2
804036,2
804037,2
804038,2
804039,2
804040,2
804041,2
804042,2
804043,2
804044,2
804045,2
804046,2
804047,2
804048,2
804049,2
804050,2
804051,2
804052,2
804053,2
804054,2
804055,2
804056,2
804057,2
804058,2
804059,2
804060,2
804061,2
804062,2
804063,2
804064,2
804065,2
804066,2
804067,2
804068,2
804069,2
804070,2
804071,2
804072,2
804073,2
804074,2
804075,2
804076,2
804077,2
804078,2
804079,2
804080,2
804081,2
804082,2
804083,2
804084,2
804085,2
804086,2
804087,2
804088,2
804089,2
804090,2
804091,2
804092,2
804093,2
804094,2
804095,2
804096,2
804097,2
804098,2
804099,2
804100,2
804101,2
804102,2
804103,2
804104,2
804105,2
804106,2
804107,2
804108,2
804109,2
804110,2
804111,2
804112,2
804113,2
804114,2
804115,2
804116,2
804117,2
804118,2
804119,2
804120,2
804121,2
804122,2
804123,2
804124,2
804125,2
804126,2
804127,2
804128,2
804129,2
804130,2
804131,2
804132,2
804133,2
804134,2
804135,2
804136,2
804137,2
804138,2
804139,2
804140,2
804141,2
804142,2
804143,2
804144,2
804145,4
804146,4
804147,4
804148,4
804149,4
804150,4
804151,4
804152,4
804153,4
804154,4
804155,4
804156,4
804157,5
804158,4
804159,4
804160,4
804161,4
804162,4
804163,4
804164,4
804165,4
804166,4
804167,4
804168,4
804169,4
804170,4
804171,3
804172,3
804173,3
804174,3
804175,3
804176,3
804177,3
804178,3
804179,3
804180,3
804181,3
804182,3
804183,2
804184,2
804185,2
804186,2
804187,2
804188,2
804189,2
804190,2
804191,2
804192,2
804193,2
804194,2
804195,2
804196,2
804197,2
804198,2
804199,2
804200,2
804201,2
804202,2
804203,2
804204,2
804205,2
804206,2
804207,2
804208,2
804209,2
804210,2
804211,2
804212,2
804213,2
804214,2
804215,2
804216,2
804217,2
804218,2
804219,2
804220,2
804221,2
804222,2
804223,2
804224,2
804225,2
804226,2
804227,2
804228,2
804229,2
804230,2
804231,2
804232,2
804233,2
804234,2
804235,2
804236,2
804237,2
804238,2
804239,2
804240,2
804241,2
804242,2
804243,2
804244,2
804245,2
804246,2
804247,2
804248,2
804249,2
804250,2
804251,2
804252,2
804253,2
804254,2
804255,2
804256,2
804257,2
804258,2
804259,2
804260,2
804261,2
804262,2
804263,2
804264,2
804265,2
804266,2
804267,2
804268,2
804269,2
804270,5
804271,5
804272,5
804273,5
804274,5
804275,5
804276,5
804277,5
804278,5
804279,5
804280,5
804281,5
804282,5
804283,5
804284,5
804285,5
804286,5
804287,5
804288,5
804289,5
804290,5
804291,5
804292,5
804293,5
804294,5
804295,5
804296,5
804297,4
804298,5
804299,5
804300,5
804301,5
804302,5
804303,5
804304,5
804305,5
804306,5
804307,5
804308,5
804309,5
804310,5
804311,5
804312,4
804313,5
804314,4
804315,3
804316,4
804317,4
804318,4
804319,4
804320,5
804321,4
804322,4
804323,4
804324,5
804325,4
804326,3
804327,3
804328,3
804329,3
804330,3
804331,3
804332,3
804333,4
804334,4
804335,4
804336,4
804337,4
804338,4
804339,4
804340,4
804341,3
804342,4
804343,4
804344,4
804345,4
804346,4
804347,4
804348,4
804349,4
804350,4
804351,4
804352,4
804353,4
804354,4
804355,4
804356,3
804357,4
804358,4
804359,4
804360,4
804361,4
804362,4
804363,4
804364,4
804365,4
804366,4
804367,4
804368,3
804369,4
804370,4
804371,4
804372,4
804373,4
804374,4
804375,4
804376,4
804377,4
804378,4
804379,4
804380,4
804381,4
804382,4
804383,4
804384,4
804385,4
804386,4
804387,4
804388,4
804389,4
804390,4
804391,4
804392,4
804393,3
804394,4
804395,4
804396,4
804397,4
804398,4
804399,4
804400,4
804401,4
804402,3
804403,4
804404,4
804405,4
804406,4
804407,4
804408,4
804409,4
804410,4
804411,3
804412,4
804413,4
804414,4
804415,4
804416,4
804417,4
804418,4
804419,4
804420,4
804421,4
804422,4
804423,4
804424,4
804425,4
804426,4
804427,3
804428,4
804429,4
804430,4
804431,4
804432,2
804433,2
804434,2
804435,2
804436,2
804437,2
804438,2
804439,2
804440,2
804441,2
804442,2
804443,2
804444,2
804445,2
804446,2
804447,2
804448,2
804449,2
804450,2
804451,2
804452,3
804453,2
804454,3
804455,3
804456,4
804457,4
804458,4
804459,4
804460,4
804461,4
804462,4
804463,4
804464,4
804465,4
804466,4
804467,4
804468,4
804469,4
804470,4
804471,4
804472,4
804473,4
804474,4
804475,4
804476,4
804477,4
804478,4
804479,4
804480,3
804481,3
804482,3
804483,4
804484,3
804485,5
804486,5
804487,5
804488,5
804489,5
804490,5
804491,5
804492,5
804493,5
804494,5
804495,5
804496,5
804497,2
804498,1
804499,2
804500,2
804501,2
804502,2
804503,2
804504,2
804505,2
804506,2
804507,2
804508,2
804509,2
804510,2
804511,3
804512,3
804513,3
804514,3
804515,3
804516,3
804517,3
804518,3
804519,3
804520,3
804521,3
804522,3
804523,3
804524,2
804525,2
804526,2
804527,2
804528,2
804529,2
804530,2
804531,2
804532,2
804533,2
804534,3
804535,3
804536,3
804537,3
804538,3
804539,4
804540,4
804541,4
804542,4
804543,5
804544,5
804545,4
804546,5
804547,3
804548,3
804549,3
804550,3
804551,3
804552,3
804553,3
804554,3
804555,3
804556,3
804557,3
804558,3
804559,3
804560,3
804561,3
804562,3
804563,3
804564,3
804565,3
804566,3
804567,3
804568,3
804569,3
804570,3
804571,3
804572,3
804573,3
804574,3
804575,3
804576,3
804577,3
804578,3
804579,3
804580,3
804581,3
804582,3
804583,3
804584,3
804585,3
804586,3
804587,3
804588,3
804589,3
804590,3
804591,3
804592,3
804593,3
804594,3
804595,3
804596,3
804597,3
804598,4
804599,4
804600,4
804601,4
804602,4
804603,4
804604,4
804605,4
804606,1
804607,2
804608,2
804609,2
804610,1
804611,2
804612,1
804613,2
804614,1
804615,2
804616,2
804617,1
804618,2
804619,1
804620,2
804621,1
804622,2
804623,1
804624,2
804625,2
804626,2
804627,2
804628,1
804629,1
804630,1
804631,1
804632,1
804633,1
804634,1
804635,1
804636,1
804637,1
804638,1
804639,1
804640,2
804641,3
804642,3
804643,3
804644,4
804645,3
804646,3
804647,3
804648,3
804649,3
804650,3
804651,3
804652,3
804653,3
804654,3
804655,3
804656,4
804657,3
804658,2
804659,2
804660,2
804661,2
804662,2
804663,2
804664,2
804665,4
804666,4
804667,4
804668,4
804669,4
804670,4
804671,4
804672,4
804673,4
804674,4
804675,4
804676,4
804677,4
804678,4
804679,4
804680,4
804681,4
804682,4
804683,4
804684,4
804685,4
804686,4
804687,4
804688,4
804689,4
804690,4
804691,4
804692,4
804693,4
804694,4
804695,5
804696,4
804697,4
804698,4
804699,5
804700,5
804701,5
804702,5
804703,5
804704,5
804705,5
804706,5
804707,5
804708,3
804709,3
804710,3
804711,3
804712,3
804713,3
804714,3
804715,3
804716,3
804717,3
804718,3
804719,3
804720,3
804721,3
804722,3
804723,3
804724,3
804725,3
804726,3
804727,3
804728,3
804729,3
804730,3
804731,3
804732,3
804733,3
804734,3
804735,3
804736,3
804737,3
804738,3
804739,3
804740,3
804741,3
804742,3
804743,3
804744,3
804745,3
804746,3
804747,3
804748,3
804749,3
804750,3
804751,3
804752,3
804753,3
804754,3
804755,3
804756,3
804757,3
804758,3
804759,3
804760,3
804761,3
804762,3
804763,2
804764,3
804765,3
804766,3
804767,2
804768,2
804769,2
804770,2
804771,2
804772,2
804773,2
804774,2
804775,2
804776,1
804777,2
804778,2
804779,2
804780,1
804781,1
804782,1
804783,1
804784,1
804785,1
804786,1
804787,1
804788,2
804789,3
804790,3
804791,4
804792,3
804793,4
804794,3
804795,3
804796,3
804797,4
804798,3
804799,3
804800,5
804801,5
804802,5
804803,5
804804,5
804805,5
804806,5
804807,5
804808,5
804809,5
804810,5
804811,5
804812,5
804813,5
804814,5
804815,5
804816,5
804817,5
804818,5
804819,5
804820,5
804821,5
804822,5
804823,5
804824,5
804825,5
804826,5
804827,5
804828,5
804829,5
804830,5
804831,5
804832,5
804833,5
804834,5
804835,5
804836,5
804837,5
804838,5
804839,5
804840,5
804841,5
804842,5
804843,5
804844,5
804845,5
804846,5
804847,5
804848,5
804849,5
804850,5
804851,5
804852,5
804853,5
804854,5
804855,5
804856,5
804857,5
804858,5
804859,5
804860,5
804861,5
804862,3
804863,3
804864,3
804865,3
804866,3
804867,3
804868,3
804869,3
804870,2
804871,3
804872,2
804873,2
804874,2
804875,2
804876,2
804877,2
804878,2
804879,2
804880,3
804881,2
804882,2
804883,2
804884,2
804885,2
804886,2
804887,2
804888,3
804889,2
804890,2
804891,2
804892,2
804893,2
804894,2
804895,3
804896,2
804897,2
804898,2
804899,2
804900,2
804901,2
804902,2
804903,2
804904,2
804905,2
804906,2
804907,2
804908,2
804909,2
804910,2
804911,2
804912,2
804913,2
804914,2
804915,3
804916,3
804917,2
804918,2
804919,2
804920,2
804921,2
804922,2
804923,2
804924,3
804925,2
804926,2
804927,2
804928,2
804929,3
804930,2
804931,2
804932,2
804933,2
804934,2
804935,2
804936,2
804937,2
804938,2
804939,3
804940,2
804941,2
804942,2
804943,2
804944,2
804945,2
804946,2
804947,2
804948,2
804949,2
804950,2
804951,3
804952,2
804953,3
804954,2
804955,2
804956,3
804957,3
804958,3
804959,4
804960,3
804961,3
804962,3
804963,3
804964,3
804965,3
804966,3
804967,3
804968,3
804969,3
804970,4
804971,3
804972,3
804973,3
804974,3
804975,3
804976,3
804977,3
804978,3
804979,3
804980,4
804981,3
804982,3
804983,3
804984,3
804985,3
804986,3
804987,3
804988,3
804989,3
804990,3
804991,3
804992,3
804993,3
804994,3
804995,4
804996,3
804997,3
804998,4
804999,3
805000,3
805001,3
805002,3
805003,3
805004,4
805005,4
805006,4
805007,4
805008,4
805009,4
805010,4
805011,4
805012,4
805013,4
805014,4
805015,4
805016,4
805017,4
805018,4
805019,4
805020,4
805021,4
805022,4
805023,4
805024,4
805025,4
805026,4
805027,4
805028,4
805029,4
805030,4
805031,4
805032,4
805033,4
805034,4
805035,4
805036,4
805037,4
805038,4
805039,3
805040,3
805041,4
805042,3
805043,3
805044,3
805045,3
805046,3
805047,4
805048,3
805049,3
805050,3
805051,4
805052,3
805053,3
805054,3
805055,3
805056,3
805057,3
805058,3
805059,3
805060,3
805061,3
805062,3
805063,3
805064,3
805065,3
805066,3
805067,3
805068,3
805069,4
805070,4
805071,4
805072,4
805073,1
805074,1
805075,2
805076,1
805077,1
805078,1
805079,1
805080,2
805081,1
805082,2
805083,1
805084,1
805085,1
805086,1
805087,1
805088,1
805089,1
805090,2
805091,1
805092,1
805093,1
805094,4
805095,4
805096,4
805097,4
805098,4
805099,4
805100,4
805101,4
805102,4
805103,4
805104,4
805105,4
805106,4
805107,4
805108,4
805109,2
805110,2
805111,2
805112,2
805113,2
805114,2
805115,2
805116,2
805117,2
805118,2
805119,2
805120,2
805121,2
805122,2
805123,2
805124,2
805125,2
805126,2
805127,2
805128,2
805129,2
805130,4
805131,4
805132,4
805133,4
805134,4
805135,4
805136,5
805137,4
805138,5
805139,4
805140,4
805141,4
805142,5
805143,4
805144,4
805145,4
805146,4
805147,4
805148,4
805149,4
805150,4
805151,5
805152,4
805153,4
805154,4
805155,4
805156,4
805157,4
805158,4
805159,4
805160,4
805161,4
805162,4
805163,4
805164,4
805165,4
805166,4
805167,4
805168,4
805169,4
805170,4
805171,4
805172,4
805173,4
805174,4
805175,4
805176,4
805177,4
805178,4
805179,2
805180,2
805181,3
805182,3
805183,3
805184,3
805185,2
805186,2
805187,3
805188,4
805189,4
805190,4
805191,4
805192,4
805193,4
805194,5
805195,4
805196,4
805197,4
805198,4
805199,4
805200,4
805201,4
805202,4
805203,4
805204,4
805205,4
805206,4
805207,4
805208,4
805209,5
805210,5
805211,5
805212,5
805213,5
805214,5
805215,5
805216,5
805217,5
805218,5
805219,5
805220,5
805221,5
805222,5
805223,5
805224,5
805225,5
805226,4
805227,5
805228,5
805229,5
805230,5
805231,5
805232,5
805233,3
805234,3
805235,3
805236,3
805237,3
805238,3
805239,3
805240,5
805241,5
805242,5
805243,5
805244,5
805245,5
805246,5
805247,4
805248,4
805249,5
805250,5
805251,5
805252,5
805253,5
805254,5
805255,5
805256,3
805257,3
805258,3
805259,3
805260,3
805261,3
805262,3
805263,3
805264,3
805265,3
805266,3
805267,3
805268,3
805269,3
805270,3
805271,3
805272,4
805273,4
805274,4
805275,4
805276,4
805277,4
805278,4
805279,4
805280,4
805281,4
805282,4
805283,4
805284,4
805285,4
805286,4
805287,4
805288,4
805289,4
805290,2
805291,3
805292,3
805293,3
805294,2
805295,3
805296,3
805297,3
805298,3
805299,3
805300,3
805301,3
805302,4
805303,4
805304,3
805305,4
805306,3
805307,3
805308,3
805309,3
805310,3
805311,4
805312,4
805313,3
805314,3
805315,3
805316,3
805317,3
805318,3
805319,3
805320,3
805321,3
805322,3
805323,3
805324,3
805325,3
805326,3
805327,3
805328,3
805329,3
805330,3
805331,3
805332,3
805333,2
805334,3
805335,3
805336,3
805337,3
805338,3
805339,4
805340,3
805341,3
805342,4
805343,3
805344,3
805345,3
805346,3
805347,3
805348,3
805349,4
